Row_ID,Order_ID,Order_Date,Order_Priority,Order_Quantity,Sales,Discount,Ship_Mode,Profit,Unit_Price,Shipping_Cost,Customer_Name,City,Zip_Code,State,Region,Customer_Segment,Product_Category,Product_Sub-Category,Product_Name,Product_Container,Product_Base_Margin,Ship_Date
387,2658,22/09/2011,Medium,32,473,0.09,Express Air,-185.8,15.42,10.68,Bill Shonely,Lodi,95240,California,West,Small Business,Office Supplies,Storage & Organization,"Decoflex Hanging Personal Folder File, Blue",Small Box,0.58,22/09/2011
388,2659,17/12/2010,Not Specified,50,881.65,0.08,Regular Air,41.27,18.97,9.03,Alice McCarthy,Kearns,84118,Utah,West,Corporate,Office Supplies,Paper,Computer Printout Paper with Letter-Trim Perforations,Small Box,0.37,19/12/2010
389,2688,23/01/2012,High,31,2080.035,0.1,Regular Air,844.9,85.99,1.25,Thais Sissman,Poinciana,34759,Florida,South,Small Business,Technology,Telephones and Communication,Accessory8,Small Pack,0.39,24/01/2012
390,2688,23/01/2012,High,7,145.42,0.09,Regular Air,-98.46,20.97,6.5,Thais Sissman,Pompano Beach,33068,Florida,South,Small Business,Technology,Computer Peripherals,Microsoft Internet Keyboard,Small Box,0.78,24/01/2012
391,2688,23/01/2012,High,11,1559.4355,0.01,Regular Air,61.24,155.99,3.9,Thais Sissman,Pompano Beach,33068,Florida,South,Small Business,Technology,Telephones and Communication,T39m,Small Box,0.55,25/01/2012
392,2691,29/04/2012,Low,14,3363.14,0.1,Delivery Truck,98.75,260.98,41.91,Ted Trevino,Pharr,78577,Texas,Central,Corporate,Furniture,Bookcases,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",Jumbo Box,0.59,08/05/2012
393,2720,07/06/2010,Critical,36,2051.016,0.02,Express Air,483.97,65.99,3.99,Christopher Martinez,Southgate,48195,Michigan,Central,Small Business,Technology,Telephones and Communication,StarTAC 7760,Small Box,0.59,10/06/2010
394,2722,08/04/2009,Low,46,1895.55,0.06,Regular Air,807.62,40.97,1.99,Jay Fine,Hopkinton,1748,MA,East,Consumer,Technology,Computer Peripherals,"TDK 4.7GB DVD-R Spindle, 15/Pack",Small Pack,0.42,12/04/2009
395,2725,20/05/2009,Not Specified,39,2178.431,0.01,Express Air,396.97,65.99,8.99,Dave Poirier,Rancho Cucamonga,91730,California,West,Small Business,Technology,Telephones and Communication,5180,Small Box,0.56,21/05/2009
396,2752,18/11/2010,High,30,695.47,0.03,Regular Air,226.73,22.98,1.99,Todd Boyes,Superior,54880,Wisconsin,Central,Small Business,Technology,Computer Peripherals,"Memorex 80 Minute CD-R, 30/Pack",Small Pack,0.46,20/11/2010
397,2752,18/11/2010,High,41,152.59,0.02,Regular Air,55.48,3.78,0.71,Todd Boyes,Superior,54880,Wisconsin,Central,Small Business,Office Supplies,Rubber Bands,Staples Bulldog Clip,Wrap Bag,0.39,20/11/2010
398,2752,18/11/2010,High,10,365.62,0.03,Regular Air,15.77,34.76,8.22,Todd Boyes,Superior,54880,Wisconsin,Central,Small Business,Office Supplies,Storage & Organization,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",Small Box,0.57,18/11/2010
399,2752,18/11/2010,High,10,575.569,0.04,Regular Air,-86.52,65.99,5.63,Todd Boyes,Superior,54880,Wisconsin,Central,Small Business,Technology,Telephones and Communication,2190,Small Box,0.56,20/11/2010
400,2754,02/04/2009,High,16,1427.67,0.04,Regular Air,422.8,90.24,0.99,Philip Brown,Lakewood,44107,Ohio,East,Home Office,Office Supplies,Appliances,Kensington 6 Outlet MasterPiece® HOMEOFFICE Power Control Center,Small Box,0.56,04/04/2009
401,2754,02/04/2009,High,11,499.26,0.09,Express Air,144.05,47.9,5.86,Philip Brown,Lakewood,44107,Ohio,East,Home Office,Office Supplies,Paper,Xerox 1938,Small Box,0.37,04/04/2009
402,2755,06/02/2012,Not Specified,30,736.3,0.03,Regular Air,259.07,24.95,2.99,Jane Waco,Wooster,44691,Ohio,East,Corporate,Office Supplies,Binders and Binder Accessories,Large Capacity Hanging Post Binders,Small Box,0.39,06/02/2012
403,2755,06/02/2012,Not Specified,50,346.06,0,Regular Air,-76.54,6.48,5.86,Jane Waco,Wooster,44691,Ohio,East,Corporate,Office Supplies,Paper,Xerox 1904,Small Box,0.36,06/02/2012
404,2756,17/04/2009,Critical,25,1344.88,0.06,Regular Air,-13.77,55.94,4,Denny Ordway,Woodland,95695,California,West,Small Business,Technology,Computer Peripherals,"Fellowes Smart Design 104-Key Enhanced Keyboard, PS/2 Adapter, Platinum",Small Box,0.74,18/04/2009
405,2756,17/04/2009,Critical,42,248.54,0.07,Regular Air,111.75,6.3,0.5,Denny Ordway,Woodland,95695,California,West,Small Business,Office Supplies,Labels,Avery 48,Small Box,0.39,17/04/2009
406,2757,19/07/2011,Critical,39,3554.46,0.07,Delivery Truck,-1766.01,95.95,74.35,Julia West,Freeport,61032,Illinois,Central,Corporate,Furniture,Chairs & Chairmats,Bevis Steel Folding Chairs,Jumbo Drum,0.57,19/07/2011
407,2757,19/07/2011,High,42,569.32,0.05,Express Air,84.38,12.98,3.14,Lycoris Saunders,Indian Trail,28079,North Carolina,South,Corporate,Office Supplies,"Scissors, Rulers and Trimmers","Acme® 8"" Straight Scissors",Small Pack,0.6,20/07/2011
408,2759,24/11/2010,Not Specified,25,827.47,0,Regular Air,45.37,30.98,6.5,Brenda Bowman,Vicksburg,39180,Mississippi,South,Small Business,Technology,Computer Peripherals,Belkin ErgoBoard™ Keyboard,Small Box,0.64,26/11/2010
409,2790,18/08/2009,High,7,45.91,0.01,Regular Air,-35.54,5.44,7.46,Maribeth Dona,Durango,81301,Colorado,West,Home Office,Office Supplies,Binders and Binder Accessories,Wilson Jones Custom Binder Spines & Labels,Small Box,0.36,19/08/2009
410,2790,18/08/2009,High,41,22319.58,0.02,Delivery Truck,-734.31,549.99,49,Maribeth Dona,Durango,81301,Colorado,West,Home Office,Technology,Copiers and Fax,Sharp 1540cs Digital Laser Copier,Jumbo Drum,0.35,20/08/2009
411,2790,18/08/2009,High,15,330.24,0.03,Express Air,8.48,22.01,5.53,Maribeth Dona,Durango,81301,Colorado,West,Home Office,Office Supplies,Pens & Art Supplies,Boston 16801 Nautilus™ Battery Pencil Sharpener,Small Pack,0.59,19/08/2009
412,2790,18/08/2009,High,15,520.65,0.09,Regular Air,30.63,34.76,8.22,Maribeth Dona,Durango,81301,Colorado,West,Home Office,Office Supplies,Storage & Organization,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",Small Box,0.57,20/08/2009
413,2791,09/10/2009,High,47,191.67,0,Regular Air,-236.27,3.89,7.01,Eugene Barchas,Carpentersville,60110,Illinois,Central,Corporate,Office Supplies,Binders and Binder Accessories,Avery Binder Labels,Small Box,0.37,09/10/2009
414,2791,09/10/2009,High,49,5586.33,0.09,Delivery Truck,80.44,120.98,30,Eugene Barchas,Carpentersville,60110,Illinois,Central,Corporate,Furniture,Chairs & Chairmats,Hon Every-Day® Chair Series Swivel Task Chairs,Jumbo Drum,0.64,11/10/2009
415,2791,09/10/2009,High,18,507.64,0.1,Regular Air,118.94,30.98,5.76,Eugene Barchas,Carpentersville,60110,Illinois,Central,Corporate,Office Supplies,Paper,"IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case",Small Box,0.4,10/10/2009
416,2816,19/09/2009,High,35,787.56,0,Regular Air,220.04,21.98,2.87,Ross Baird,North Miami,33161,Florida,South,Corporate,Office Supplies,Pens & Art Supplies,Panasonic KP-310 Heavy-Duty Electric Pencil Sharpener,Small Pack,0.55,20/09/2009
417,2817,18/04/2009,Medium,14,3830.14,0.1,Regular Air,202.25,300.97,7.18,Luke Schmidt,Hilton Head Island,29915,South Carolina,South,Home Office,Technology,Computer Peripherals,Gyration Ultra Professional Cordless Optical Suite,Small Box,0.48,19/04/2009
418,2817,18/04/2009,Medium,40,1559.86,0.06,Regular Air,672.37,39.89,3.04,Luke Schmidt,Mount Pleasant,29464,South Carolina,South,Home Office,Furniture,Office Furnishings,Ultra Commercial Grade Dual Valve Door Closer,Wrap Bag,0.53,20/04/2009
419,2818,11/12/2009,Medium,37,565.91,0.05,Regular Air,192.39,15.68,3.73,Ross Baird,North Miami,33161,Florida,South,Corporate,Furniture,Office Furnishings,Artistic Insta-Plaque,Small Pack,0.46,13/12/2009
420,2818,11/12/2009,Medium,39,593.21,0,Regular Air,44.71,14.98,8.99,Ross Baird,North Miami,33161,Florida,South,Corporate,Furniture,Office Furnishings,"GE 4 Foot Flourescent Tube, 40 Watt",Small Pack,0.39,12/12/2009
421,2818,11/12/2009,Medium,2,89.23,0.02,Regular Air,-42.72,38.76,13.26,Ross Baird,North Miami,33161,Florida,South,Corporate,Office Supplies,Paper,Xerox 1892,Small Box,0.36,12/12/2009
422,2823,08/09/2011,High,17,357.43,0.08,Regular Air,-135.98,20.97,6.5,Robert Waldorf,Oakville,63129,MO,Central,Home Office,Technology,Computer Peripherals,Microsoft Internet Keyboard,Small Box,0.78,09/09/2011
423,2823,08/09/2011,High,21,4754.08,0,Delivery Truck,299.88,225.02,28.66,Robert Waldorf,Oakville,63129,MO,Central,Home Office,Office Supplies,Storage & Organization,Tennsco Double-Tier Lockers,Jumbo Drum,0.72,09/09/2011
424,2848,09/03/2012,Critical,35,1476.39,0.06,Express Air,-303.62,43.31,15.9,Emily Grady,Prairie Village,66202,Kansas,Central,Home Office,Furniture,Office Furnishings,Eldon Advantage® Chair Mats for Low to Medium Pile Carpets,Medium Box,0.75,11/03/2012
425,2848,09/03/2012,Critical,8,863.583,0.04,Regular Air,-264.28,125.99,8.99,Emily Grady,Prairie Village,66202,Kansas,Central,Home Office,Technology,Telephones and Communication,SC7868i,Small Box,0.55,11/03/2012
426,2852,15/01/2010,Critical,10,74.87,0.02,Regular Air,-43.97,6.48,8.19,Luke Schmidt,Mount Pleasant,29464,South Carolina,South,Home Office,Office Supplies,Paper,Xerox 217,Small Box,0.37,15/01/2010
427,2852,15/01/2010,Critical,42,3931.318,0.06,Regular Air,1025.45,115.99,4.23,Luke Schmidt,Myrtle Beach,29577,South Carolina,South,Home Office,Technology,Telephones and Communication,282,Small Box,0.56,16/01/2010
428,2853,04/05/2009,High,25,4253.65,0.05,Express Air,943,178.47,19.99,Bill Tyler,Oakland,94601,California,West,Consumer,Office Supplies,Storage & Organization,"Hot File® 7-Pocket, Floor Stand",Small Box,0.55,07/05/2009
429,2882,21/08/2011,High,23,3872.87,0.03,Delivery Truck,565.34,160.98,30,Yoseph Carroll,Pullman,99163,Washington,West,Consumer,Furniture,Chairs & Chairmats,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,Jumbo Drum,0.62,23/08/2011
430,2882,21/08/2011,High,9,356.72,0.07,Regular Air,12.61,40.98,1.99,Yoseph Carroll,Pullman,99163,Washington,West,Consumer,Technology,Computer Peripherals,"Imation Printable White 80 Minute CD-R Spindle, 50/Pack",Small Pack,0.44,22/08/2011
431,2883,22/01/2011,Low,34,2154.34,0.1,Regular Air,177.66,64.98,6.88,Rob Haberlin,Marshalltown,50158,Iowa,Central,Consumer,Office Supplies,Storage & Organization,Fellowes Bankers Box™ Staxonsteel® Drawer File/Stacking System,Small Box,0.73,24/01/2011
432,2885,18/09/2012,Not Specified,29,197.41,0.06,Regular Air,-128.68,6.48,8.4,Nora Price,Richmond,23223,Virginia,South,Home Office,Office Supplies,Paper,Xerox 212,Small Box,0.37,18/09/2012
433,2885,18/09/2012,Not Specified,46,712.18,0.06,Regular Air,13.98,15.42,5.41,Nora Price,Richmond,23223,Virginia,South,Home Office,Office Supplies,Storage & Organization,Decoflex Hanging Personal Folder File,Small Box,0.59,20/09/2012
434,2912,11/03/2012,Low,7,16587.13,0.08,Delivery Truck,-3476.86,2550.14,29.7,Tamara Dahlen,Pflugerville,78660,Texas,Central,Corporate,Technology,Office Machines,Epson DFX-8500 Dot Matrix Printer,Jumbo Drum,0.57,13/03/2012
435,2912,11/03/2012,Low,9,507.98,0.05,Express Air,170.9,55.98,4.86,Tamara Dahlen,Pflugerville,78660,Texas,Central,Corporate,Office Supplies,Paper,Xerox 1908,Small Box,0.36,18/03/2012
436,2914,02/03/2010,Medium,3,62.88,0.09,Regular Air,-24.74,18.97,9.54,Maureen Gastineau,Chula Vista,91911,California,West,Consumer,Office Supplies,Paper,Xerox 1939,Small Box,0.37,03/03/2010
437,2915,30/03/2009,Low,41,231.26,0.07,Regular Air,32.83,5.98,0.96,Tim Brockman,Rexburg,83440,Idaho,West,Consumer,Office Supplies,Pens & Art Supplies,Newell 315,Wrap Bag,0.6,03/04/2009
438,2915,30/03/2009,Low,23,987.17,0.01,Regular Air,51.59,39.98,4,Tim Brockman,Twin Falls,83301,Idaho,West,Consumer,Technology,Computer Peripherals,Microsoft Natural Keyboard Elite,Small Box,0.7,04/04/2009
439,2947,25/04/2011,Critical,8,57.04,0.05,Regular Air,-29.06,6.48,6.81,Pete Armstrong,Owasso,74055,Oklahoma,Central,Consumer,Office Supplies,Paper,Xerox 1930,Small Box,0.36,27/04/2011
440,2976,09/12/2010,Not Specified,30,14223.82,0.09,Delivery Truck,3424.22,500.98,26,Edward Hooks,Carbondale,62901,Illinois,Central,Consumer,Furniture,Chairs & Chairmats,Global Troy™ Executive Leather Low-Back Tilter,Jumbo Drum,0.6,11/12/2010
441,2978,02/05/2011,Critical,34,6264.1855,0.01,Regular Air,1312.04,205.99,19.99,Alan Schoenberger,Mountain View,94043,California,West,Corporate,Technology,Telephones and Communication,iDEN i550,Small Box,0.6,03/05/2011
442,2978,02/05/2011,Critical,36,5410.95,0.09,Regular Air,2077.91,162.93,19.99,Alan Schoenberger,Murrieta,92563,California,West,Corporate,Office Supplies,Envelopes,Multimedia Mailers,Small Box,0.39,04/05/2011
443,2978,02/05/2011,Critical,28,4671.1495,0.07,Regular Air,947.31,200.99,4.2,Alan Schoenberger,Smithfield,2917,Rhode Island,East,Corporate,Technology,Telephones and Communication,2160i,Small Box,0.59,03/05/2011
444,3008,07/11/2011,Medium,41,6831.72,0.01,Regular Air,3081.02,162.93,19.99,Charles Crestani,Santa Clara,95051,California,West,Consumer,Office Supplies,Envelopes,Multimedia Mailers,Small Box,0.39,08/11/2011
445,3012,04/05/2010,Critical,41,120.03,0,Regular Air,10.5,2.78,1.49,Maxwell Schwartz,New Bern,28560,North Carolina,South,Corporate,Office Supplies,Binders and Binder Accessories,Wilson Jones Suede Grain Vinyl Binders,Small Box,0.36,06/05/2010
446,3014,29/10/2012,Not Specified,13,4002.14,0.02,Regular Air,1314.39,304.99,19.99,Pamela Stobb,Ossining,10562,New York,East,Consumer,Office Supplies,Binders and Binder Accessories,Ibico Hi-Tech Manual Binding System,Small Box,0.4,31/10/2012
447,3040,11/04/2010,Medium,13,98.39,0.01,Express Air,-31.54,6.48,6.6,Tracy Zic,Riviera Beach,33404,Florida,South,Consumer,Office Supplies,Paper,Xerox 21,Small Box,0.37,12/04/2010
448,3042,20/11/2009,Medium,26,103.87,0.1,Regular Air,15.42,4.26,1.2,Christy Brittain,Santa Maria,93454,California,West,Consumer,Office Supplies,Pens & Art Supplies,"Dixon Prang® Watercolor Pencils, 10-Color Set with Brush",Wrap Bag,0.44,21/11/2009
449,3046,29/11/2011,High,24,10094.43,0.03,Regular Air,4451.01,420.98,19.99,Sung Pak,Nampa,83686,Idaho,West,Small Business,Office Supplies,Binders and Binder Accessories,GBC DocuBind 200 Manual Binding Machine,Small Box,0.35,01/12/2011
450,3073,07/01/2009,Medium,3,10.58,0.05,Regular Air,-11.58,1.98,4.77,Jasper Cacioppo,Franklin Square,11010,New York,East,Home Office,Office Supplies,Binders and Binder Accessories,Avery Reinforcements for Hole-Punch Pages,Small Box,0.4,08/01/2009
451,3073,07/01/2009,Medium,3,2119.67,0.07,Express Air,-2314.74,699.99,24.49,Jasper Cacioppo,Franklin Square,11010,New York,East,Home Office,Technology,Copiers and Fax,Canon PC1060 Personal Laser Copier,Large Box,0.41,08/01/2009
452,3073,07/01/2009,Medium,7,45923.76,0.07,Regular Air,102.61,6783.02,24.49,Jasper Cacioppo,Franklin Square,11010,New York,East,Home Office,Technology,Office Machines,Polycom ViewStation™ ISDN Videoconferencing Unit,Large Box,0.39,08/01/2009
453,3078,11/02/2010,High,12,33.86,0.05,Regular Air,0.35,2.88,0.7,Paul Lucas,Davis,95616,California,West,Corporate,Office Supplies,Pens & Art Supplies,Newell 340,Wrap Bag,0.56,12/02/2010
454,3078,11/02/2010,High,1,316.61,0.1,Delivery Truck,-187.29,291.73,48.8,Paul Lucas,Swansea,2777,MA,East,Corporate,Furniture,Chairs & Chairmats,Hon 4070 Series Pagoda™ Armless Upholstered Stacking Chairs,Jumbo Drum,0.56,13/02/2010
455,3104,15/09/2010,Medium,50,336.06,0.01,Regular Air,-240.78,6.48,8.88,David Wiener,Dover,19901,Delaware,East,Consumer,Office Supplies,Paper,Xerox 224,Small Box,0.37,17/09/2010
456,3104,15/09/2010,Medium,24,380.38,0.06,Express Air,7.29,15.94,5.45,David Wiener,Dover,19901,Delaware,East,Consumer,Office Supplies,Pens & Art Supplies,Boston 16701 Slimline Battery Pencil Sharpener,Small Pack,0.55,15/09/2010
457,3108,04/08/2010,Critical,36,65.39,0.09,Regular Air,-0.46,1.82,1,Jack Garza,Davie,33314,Florida,South,Corporate,Office Supplies,Pens & Art Supplies,"Crayola Anti Dust Chalk, 12/Pack",Wrap Bag,0.4,05/08/2010
458,3109,23/07/2010,Low,47,1005.74,0.1,Regular Air,199.3,22.23,8.99,Liz MacKendrick,North Platte,69101,Nebraska,Central,Corporate,Furniture,Office Furnishings,"Executive Impressions 14"" Contract Wall Clock with Quartz Movement",Small Pack,0.41,30/07/2010
459,3109,23/07/2010,Low,37,6477.7395,0.01,Regular Air,1653.97,205.99,8.99,Liz MacKendrick,North Platte,69101,Nebraska,Central,Corporate,Technology,Telephones and Communication,Talkabout T8097,Small Box,0.58,30/07/2010
460,3110,16/12/2009,High,13,1601.32,0.04,Delivery Truck,377.81,119.99,14,Helen Andreada,Ozark,65721,MO,Central,Corporate,Technology,Office Machines,Epson C82 Color Inkjet Printer,Jumbo Drum,0.36,18/12/2009
461,3136,09/08/2009,Not Specified,8,238.74,0.1,Regular Air,-38.89,30.98,8.99,Paul Prost,Sioux Falls,57103,South Dakota,Central,Corporate,Office Supplies,Pens & Art Supplies,"Boston School Pro Electric Pencil Sharpener, 1670",Small Pack,0.58,11/08/2009
462,3138,08/02/2009,Not Specified,4,718.03,0.07,Express Air,-427.47,179.99,19.99,Bradley Nguyen,Randallstown,21133,Maryland,East,Consumer,Technology,Computer Peripherals,Motorola SB4200 Cable Modem,Small Box,0.48,08/02/2009
463,3141,09/11/2011,Critical,30,534.96,0.08,Regular Air,-26.72,18.89,3.17,Matt Collister,Bethesda,20814,Maryland,East,Home Office,Technology,Computer Peripherals,"IBM 3.5"" DS/HD IBM Formatted Diskettes, 50/Pack",Small Pack,0.69,11/11/2011
464,3168,29/01/2012,Low,14,80.6,0.04,Regular Air,-4.2,5.28,3.96,Jasper Cacioppo,Franklin Square,11010,New York,East,Home Office,Furniture,Office Furnishings,"Master Big Foot® Doorstop, Beige",Wrap Bag,0.54,03/02/2012
465,3169,20/12/2010,Medium,7,35.58,0.04,Regular Air,-19.95,4.42,4.99,Liz Carlisle,Hickory,28601,North Carolina,South,Corporate,Office Supplies,Envelopes,Grip Seal Envelopes,Small Box,0.38,21/12/2010
466,3172,02/06/2012,Not Specified,33,584.511,0.05,Regular Air,-95.98,20.99,3.3,Annie Thurman,Logan,84321,Utah,West,Consumer,Technology,Telephones and Communication,Accessory39,Small Pack,0.81,04/06/2012
467,3175,14/07/2009,Low,23,3553.62,0.07,Regular Air,521.69,165.2,19.99,Bradley Drucker,West Hollywood,90069,California,West,Small Business,Office Supplies,Storage & Organization,Economy Rollaway Files,Small Box,0.59,16/07/2009
468,3202,23/12/2012,Low,10,554.21,0.05,Regular Air,-105.37,53.98,5.5,Richard Eichhorn,Marrero,70072,Louisiana,South,Consumer,Technology,Computer Peripherals,Nu-Form 106-Key Ergonomic Keyboard w/ Touchpad,Small Box,0.62,27/12/2012
469,3205,10/04/2012,Low,8,136.61,0.01,Regular Air,80.43,15.68,3.73,Alan Haines,Syracuse,13210,New York,East,Consumer,Furniture,Office Furnishings,Artistic Insta-Plaque,Small Pack,0.46,10/04/2012
470,3205,10/04/2012,Low,42,2907.63,0.04,Express Air,54.6,71.37,69,Alan Haines,Syracuse,13210,New York,East,Consumer,Furniture,Tables,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",Large Box,0.68,14/04/2012
471,3232,08/10/2012,Critical,5,42.66,0.06,Regular Air,-11.83,7.84,4.71,Brad Eason,Tinley Park,60477,Illinois,Central,Small Business,Office Supplies,Binders and Binder Accessories,XtraLife® ClearVue™ Slant-D® Ring Binders by Cardinal,Small Box,0.35,10/10/2012
472,3235,14/11/2011,Low,31,142.97,0.1,Express Air,-12.26,4.71,0.7,James Lanier,Mansfield,76063,Texas,Central,Corporate,Office Supplies,Rubber Bands,Sterling Rubber Bands by Alliance,Wrap Bag,0.85,16/11/2011
473,3266,16/03/2011,Low,4,17.12,0.03,Regular Air,-2.55,3.8,1.49,Edward Becker,Edinburg,78539,Texas,Central,Corporate,Office Supplies,Binders and Binder Accessories,Durable Pressboard Binders,Small Box,0.38,20/03/2011
474,3271,31/12/2011,Critical,45,11532.99,0.07,Delivery Truck,2753.39,264.98,17.86,Joni Blumstein,Edmond,73034,Oklahoma,Central,Home Office,Technology,Office Machines,Panasonic KX-P1131 Dot Matrix Printer,Jumbo Drum,0.58,31/12/2011
475,3271,31/12/2011,Critical,18,146.1,0.06,Express Air,51.14,8.34,1.43,Joni Blumstein,Edmond,73034,Oklahoma,Central,Home Office,Office Supplies,Paper,"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages",Wrap Bag,0.35,01/01/2012
476,3297,02/11/2012,High,40,158.7,0.04,Regular Air,-196.8,3.75,7.5,Raymond Book,Auburn,98002,Washington,West,Consumer,Office Supplies,Labels,Smead Alpha-Z Color-Coded Name Labels First Letter Starter Set,Small Box,0.37,03/11/2012
477,3300,14/07/2011,Low,6,92.02,0.1,Regular Air,-47.36,15.98,4,Bryan Spruell,Santa Ana,92704,California,West,Home Office,Technology,Computer Peripherals,Logitech Access Keyboard,Small Box,0.37,19/07/2011
478,3328,18/11/2012,Low,12,1736.41,0.1,Delivery Truck,-762.44,146.05,80.2,Adam Hart,Laguna Hills,92653,California,West,Corporate,Furniture,Tables,BPI Conference Tables,Jumbo Box,0.71,25/11/2012
